,gameId,playId,rolling_pass_def_epa,rolling_run_def_epa,rolling_pass_off_epa,rolling_run_off_epa
0,2017091004,73,0.0251955012790859,0.0,0.0251955012790859,0.0
1,2017091004,97,0.0251955012790859,-0.1811080779880285,0.0251955012790859,-0.1811080779880285
2,2017091004,118,0.635090016139052,-0.1811080779880285,0.635090016139052,-0.1811080779880285
3,2017091004,153,0.635090016139052,-0.32769696321338426,0.635090016139052,-0.32769696321338426
4,2017091004,207,-0.5760116656078008,-0.32769696321338426,-0.5760116656078008,-0.32769696321338426
5,2017091004,408,-0.5127861062646829,-0.32769696321338426,-0.5127861062646829,-0.32769696321338426
6,2017091004,432,-0.5127861062646829,-0.12911342290629244,-0.5127861062646829,-0.12911342290629244
7,2017091004,453,-0.5127861062646829,-0.3372683639172471,-0.5127861062646829,-0.3372683639172471
8,2017091004,624,-0.5127861062646829,-0.3514367468758596,-0.5127861062646829,-0.3514367468758596
9,2017091004,661,-0.5127861062646829,-0.3888239782536408,-0.5127861062646829,-0.3888239782536408
10,2017091004,694,-0.3763406509851016,-0.3888239782536408,-0.3763406509851016,-0.3888239782536408
11,2017091004,757,-0.3546254688990298,-0.3888239782536408,-0.3546254688990298,-0.3888239782536408
12,2017091004,781,-0.3546254688990298,-0.35110274840217987,-0.3546254688990298,-0.35110274840217987
13,2017091004,802,-0.4527771232747348,-0.35110274840217987,-0.4527771232747348,-0.35110274840217987
14,2017091004,1157,-0.46129335773157654,-0.35110274840217987,-0.46129335773157654,-0.35110274840217987
15,2017091004,1179,-0.46129335773157654,-0.303326638953877,-0.46129335773157654,-0.303326638953877
16,2017091004,1200,-0.21996248111878342,-0.303326638953877,-0.21996248111878342,-0.303326638953877
17,2017091004,1224,-0.23585785398657208,-0.303326638953877,-0.23585785398657208,-0.303326638953877
18,2017091004,1281,-0.46621926575883516,-0.303326638953877,-0.46621926575883516,-0.303326638953877
19,2017091004,1633,-0.4710403522801034,-0.303326638953877,-0.4710403522801034,-0.303326638953877
20,2017091004,1699,-0.47718291743866104,-0.303326638953877,-0.47718291743866104,-0.303326638953877
21,2017091004,1725,-0.5040876095647505,-0.303326638953877,-0.5040876095647505,-0.303326638953877
22,2017091004,1878,-0.49882678232325045,-0.303326638953877,-0.49882678232325045,-0.303326638953877
23,2017091004,1900,-0.43384407336306796,-0.303326638953877,-0.43384407336306796,-0.303326638953877
24,2017091004,1924,-0.38557067013846,-0.303326638953877,-0.38557067013846,-0.303326638953877
25,2017091004,1958,-0.3369702753309773,-0.303326638953877,-0.3369702753309773,-0.303326638953877
26,2017091004,2037,-0.33553605783909457,-0.303326638953877,-0.33553605783909457,-0.303326638953877
27,2017091004,2059,-0.33553605783909457,-0.17737327007385592,-0.33553605783909457,-0.17737327007385592
28,2017091004,2081,-0.2685824385526015,-0.17737327007385592,-0.2685824385526015,-0.17737327007385592
29,2017091004,2122,-0.272411096424231,-0.17737327007385592,-0.272411096424231,-0.17737327007385592
30,2017091004,2144,-0.28479878591671914,-0.17737327007385592,-0.28479878591671914,-0.17737327007385592
31,2017091004,2166,-0.2955375222171807,-0.17737327007385592,-0.2955375222171807,-0.17737327007385592
32,2017091004,2640,-0.2955375222171807,-0.1557150739615531,-0.2955375222171807,-0.1557150739615531
33,2017091004,2661,-0.22918477901146125,-0.1557150739615531,-0.22918477901146125,-0.1557150739615531
34,2017091004,2685,-0.22918477901146125,-0.1485618932921042,-0.22918477901146125,-0.1485618932921042
35,2017091004,2739,-0.22918477901146125,-0.12389424159482602,-0.22918477901146125,-0.12389424159482602
36,2017091004,2760,-0.2238406634375884,-0.12389424159482602,-0.2238406634375884,-0.12389424159482602
37,2017091004,2786,-0.17626957078977318,-0.12389424159482602,-0.17626957078977318,-0.12389424159482602
38,2017091004,2810,-0.18195320971642814,-0.12389424159482602,-0.18195320971642814,-0.12389424159482602
39,2017091004,2834,-0.16799482891357762,-0.12389424159482602,-0.16799482891357762,-0.12389424159482602
40,2017091004,2858,-0.14013318684677414,-0.12389424159482602,-0.14013318684677414,-0.12389424159482602
41,2017091004,2913,-0.1477780672623845,-0.12389424159482602,-0.1477780672623845,-0.12389424159482602
42,2017091004,2935,-0.07732013005047066,-0.12389424159482602,-0.07732013005047066,-0.12389424159482602
43,2017091004,2962,-0.07732013005047066,-0.0825751175725601,-0.07732013005047066,-0.0825751175725601
44,2017091004,3146,-0.07732013005047066,-0.2114162080753079,-0.07732013005047066,-0.2114162080753079
45,2017091004,3254,-0.061345326396541736,-0.2114162080753079,-0.061345326396541736,-0.2114162080753079
46,2017091004,3278,-0.061345326396541736,-0.20810308829915944,-0.061345326396541736,-0.20810308829915944
47,2017091004,3299,-0.061345326396541736,-0.1976221711993277,-0.061345326396541736,-0.1976221711993277
48,2017091004,3347,-0.061345326396541736,-0.20471617214890137,-0.061345326396541736,-0.20471617214890137
49,2017091004,3368,-0.051060267403895236,-0.20471617214890137,-0.051060267403895236,-0.20471617214890137
50,2017091004,3409,-0.08704723147144552,-0.20471617214890137,-0.08704723147144552,-0.20471617214890137
51,2017091004,3778,-0.05931345168876004,-0.20471617214890137,-0.05931345168876004,-0.20471617214890137
52,2017091004,3802,-0.06664730185518611,-0.20471617214890137,-0.06664730185518611,-0.20471617214890137
53,2017091004,3824,-0.07766815393627284,-0.20471617214890137,-0.07766815393627284,-0.20471617214890137
54,2017091004,4085,-0.22206189047899605,-0.20471617214890137,-0.22206189047899605,-0.20471617214890137
55,2017091004,4183,-0.20633598935190486,-0.20471617214890137,-0.20633598935190486,-0.20471617214890137
56,2017091004,4207,-0.19721380725759163,-0.20471617214890137,-0.19721380725759163,-0.20471617214890137
57,2017091004,4231,-0.20263786012891777,-0.20471617214890137,-0.20263786012891777,-0.20471617214890137
58,2017091004,4298,-0.19097251878943672,-0.20471617214890137,-0.19097251878943672,-0.20471617214890137
59,2017091004,4322,-0.19097251878943672,-0.1395511489749576,-0.19097251878943672,-0.1395511489749576
60,2017091004,4360,-0.1904643219847461,-0.1395511489749576,-0.1904643219847461,-0.1395511489749576
61,2017091004,4382,-0.17521733093359806,-0.1395511489749576,-0.17521733093359806,-0.1395511489749576
62,2017091004,4423,-0.16213423550393993,-0.1395511489749576,-0.16213423550393993,-0.1395511489749576
63,2017091004,4480,-0.1481053343667998,-0.1395511489749576,-0.1481053343667998,-0.1395511489749576
64,2017091004,4500,-0.16039602153038748,-0.1395511489749576,-0.16039602153038748,-0.1395511489749576
65,2017091702,51,0.0,-0.464908091817051,-0.16039602153038748,-0.13390874288355314
66,2017091702,74,-0.814851412083955,-0.464908091817051,-0.17993200333795667,-0.13390874288355314
67,2017091702,93,-0.9306874043929101,-0.464908091817051,-0.19437946489196936,-0.13390874288355314
68,2017091702,513,-0.9306874043929101,-0.16279509244486676,-0.19437946489196936,-0.13078622185908584
69,2017091702,536,-0.9306874043929101,-0.26199394231662143,-0.19437946489196936,-0.13832912357257948
70,2017091702,559,-0.7143730779644116,-0.26199394231662143,-0.20721098404593885,-0.13832912357257948
71,2017091702,802,-0.16204102322392858,-0.26199394231662143,-0.16055595225059288,-0.13832912357257948
72,2017091702,828,-0.16204102322392858,-0.14496956807852251,-0.16055595225059288,-0.13058665045377585
73,2017091702,849,0.0035029140546800125,-0.14496956807852251,-0.14046236720247388,-0.13058665045377585
74,2017091702,890,0.0035029140546800125,-0.1872737626370508,-0.14046236720247388,-0.1366107541982395
75,2017091702,965,0.11393666917204093,-0.1872737626370508,-0.12068997419187812,-0.1366107541982395
76,2017091702,989,-0.24325469945324665,-0.1872737626370508,-0.17330906224563827,-0.1366107541982395
77,2017091702,1143,-0.2602154930981887,-0.1872737626370508,-0.177032600125021,-0.1366107541982395
78,2017091702,1197,-0.15032375547369736,-0.1872737626370508,-0.15861106298869557,-0.1366107541982395
79,2017091702,1238,-0.07253216442962554,-0.1872737626370508,-0.14392154832399462,-0.1366107541982395
80,2017091702,1262,-0.07253216442962554,-0.0889627627948357,-0.14392154832399462,-0.1209441128791954
81,2017091702,1285,-0.07253216442962554,-0.0464103318757706,-0.14392154832399462,-0.11173225098031166
82,2017091702,1308,-0.07908176609392645,-0.0464103318757706,-0.14276160468874532,-0.11173225098031166
83,2017091702,1330,-0.018856496084481898,-0.0464103318757706,-0.12838112887000408,-0.11173225098031166
84,2017091702,1354,-0.018856496084481898,-0.046628475034958664,-0.12838112887000408,-0.10947809928466623
85,2017091702,1375,-0.0501423547365928,-0.046628475034958664,-0.13347361452260043,-0.10947809928466623
86,2017091702,1397,0.03105371923249369,-0.046628475034958664,-0.11198344340644054,-0.10947809928466623
87,2017091702,1421,0.03105371923249369,-0.04535168866657284,-0.11198344340644054,-0.10700179292987082
88,2017091702,1465,-0.001203747104834114,-0.04535168866657284,-0.11746776775271019,-0.10700179292987082
89,2017091702,1519,-0.03599677271764607,-0.04535168866657284,-0.12584067463795934,-0.10700179292987082
90,2017091702,1741,-0.03599677271764607,-0.039560120456511694,-0.12584067463795934,-0.10331463813589847
91,2017091702,1762,-0.05017818063925151,-0.039560120456511694,-0.12804948126885848,-0.10331463813589847
92,2017091702,1784,0.003809512192916761,-0.039560120456511694,-0.11095779632337117,-0.10331463813589847
93,2017091702,1808,-0.02802778943518771,-0.039560120456511694,-0.11955901375633651,-0.10331463813589847
94,2017091702,1844,0.02831820992794921,-0.039560120456511694,-0.10080205370143908,-0.10331463813589847
95,2017091702,1868,0.05058018648887391,-0.039560120456511694,-0.09226828769083434,-0.10331463813589847
96,2017091702,1892,-0.09077076004247558,-0.039560120456511694,-0.13742686310138563,-0.10331463813589847
97,2017091702,2258,-0.09077076004247558,-0.036282511761369665,-0.13742686310138563,-0.09765705945533322
98,2017091702,2281,-0.08115663034359237,-0.036282511761369665,-0.13318249324401343,-0.09765705945533322
99,2017091702,2305,-0.12972180662474372,-0.036282511761369665,-0.1496600463134122,-0.09765705945533322
100,2017091702,2555,-0.12972180662474372,-0.04316579017096144,-0.1496600463134122,-0.09828749885794127
101,2017091702,2578,-0.12972180662474372,-0.04500179702095129,-0.1496600463134122,-0.09841309243404564
102,2017091702,2601,-0.05918813908629423,-0.04500179702095129,-0.1230571911141201,-0.09841309243404564
103,2017091702,2625,-0.09043555710378669,-0.04500179702095129,-0.13416084737041223,-0.09841309243404564
104,2017091702,2646,-0.11002745162751451,-0.04500179702095129,-0.1412079949007216,-0.09841309243404564
105,2017091702,2668,-0.1320764519643122,-0.04500179702095129,-0.1494422257548301,-0.09841309243404564
106,2017091702,3188,-0.1320764519643122,-0.03248764525328404,-0.1494422257548301,-0.09100514055266717
107,2017091702,3209,-0.1320764519643122,-0.031220630608596478,-0.1494422257548301,-0.08995885235802875
108,2017091702,3230,-0.1320764519643122,-0.01978052908750458,-0.1494422257548301,-0.08480194695731798
109,2017091702,3258,-0.14519142537530866,-0.01978052908750458,-0.15417595946694618,-0.08480194695731798
110,2017091702,3277,-0.1623465356361115,-0.01978052908750458,-0.1612043426913182,-0.08480194695731798
111,2017091702,3336,-0.07169861845630468,-0.01978052908750458,-0.12317478988322776,-0.08480194695731798
112,2017091702,3522,-0.07169861845630468,-0.026477778579040472,-0.12317478988322776,-0.08534515318841947
113,2017091702,3578,-0.07169861845630468,-0.023800885759778664,-0.12317478988322776,-0.08367817842742642
114,2017091702,3601,-0.07169861845630468,-0.03262118635931979,-0.12317478988322776,-0.08699241962142128
115,2017091702,3622,-0.08744796657467,-0.03262118635931979,-0.1283240318515807,-0.08699241962142128
116,2017091702,3817,-0.05977850674237557,-0.03262118635931979,-0.11567712606904888,-0.08699241962142128
117,2017091702,3851,-0.0641107972238431,-0.03262118635931979,-0.11714926824015995,-0.08699241962142128
118,2017091702,3879,-0.06819672073916844,-0.03262118635931979,-0.1185576833562209,-0.08699241962142128
119,2017091702,3901,-0.08454620073860751,-0.03262118635931979,-0.12563152033415503,-0.08699241962142128
120,2017091702,4099,-0.0619934504836538,-0.03262118635931979,-0.11485433575669259,-0.08699241962142128
121,2017091702,4128,-0.0619934504836538,-0.029796213297614494,-0.11485433575669259,-0.08255289423329085
122,2017091702,4209,-0.0619934504836538,-0.029796213297614494,-0.11485433575669259,-0.08255289423329085
123,2017091702,4357,-0.0619934504836538,-0.036538716031719855,-0.11485433575669259,-0.08491010632555587
124,2017091702,4380,-0.0619934504836538,-0.0401283633332544,-0.11485433575669259,-0.08624616590794178
125,2017091702,4401,-0.0619934504836538,-0.053167364780283055,-0.11485433575669259,-0.09219268404837082
126,2017092500,59,1.32735186582431,0.0,-0.0989765571711456,-0.09219268404837082
127,2017092500,83,1.32735186582431,-0.33234265213832254,-0.0989765571711456,-0.09594502729977632
128,2017092500,104,0.749609101796522,-0.33234265213832254,-0.09029881644318012,-0.09594502729977632
129,2017092500,160,0.49703643779503126,-0.33234265213832254,-0.09160945288753597,-0.09594502729977632
130,2017092500,184,0.7378440467407931,-0.33234265213832254,-0.07792484269355601,-0.09594502729977632
131,2017092500,208,0.7378440467407931,-0.16937592612036187,-0.07792484269355601,-0.09570101323346132
132,2017092500,229,0.7378440467407931,-0.2930189042984101,-0.07792484269355601,-0.10276248511416236
133,2017092500,250,0.9322884428838731,-0.2930189042984101,-0.048052739429021024,-0.10276248511416236
134,2017092500,424,0.8014135959609927,-0.2930189042984101,-0.049515942688228655,-0.10276248511416236
135,2017092500,448,0.8709637617459514,-0.2930189042984101,-0.03814512506691388,-0.10276248511416236
136,2017092500,472,0.8709637617459514,-0.20005711173342328,-0.03814512506691388,-0.10085333152673269
137,2017092500,493,0.759148046781774,-0.20005711173342328,-0.03469273960274285,-0.10085333152673269
138,2017092500,517,0.759148046781774,-0.13386513218462717,-0.03469273960274285,-0.09609010725535883
139,2017092500,538,0.759148046781774,-0.12366370687128143,-0.03469273960274285,-0.09533978633066188
140,2017092500,559,0.759148046781774,-0.16778939331416004,-0.03469273960274285,-0.10023488716175265
141,2017092500,597,0.5321520538491309,-0.16778939331416004,-0.03790804059840639,-0.10023488716175265
142,2017092500,670,0.5321520538491309,-0.20522475229603593,-0.03790804059840639,-0.10563006279110024
143,2017092500,691,0.48015097152933234,-0.20522475229603593,-0.036490674576609865,-0.10563006279110024
144,2017092500,718,0.557374939595128,-0.20522475229603593,-0.022808626029326692,-0.10563006279110024
145,2017092500,742,0.5096964779484546,-0.20522475229603593,-0.025366062106785686,-0.10563006279110024
146,2017092500,764,0.4717303157307291,-0.20522475229603593,-0.027149918341595178,-0.10563006279110024
147,2017092500,836,0.4717303157307291,-0.18297069494138307,-0.027149918341595178,-0.1056867126946294
148,2017092500,987,0.41131831633190213,-0.18297069494138307,-0.029778881549839282,-0.1056867126946294
149,2017092500,1016,0.41131831633190213,-0.17965653126197792,-0.029778881549839282,-0.10618689960254796
150,2017092500,1037,0.42840127489529517,-0.17965653126197792,-0.02110823016011539,-0.10618689960254796
151,2017092500,1061,0.42840127489529517,-0.17669771238527407,-0.02110823016011539,-0.10664749152705164
152,2017092500,1082,0.38357392713186056,-0.17669771238527407,-0.023142997346402395,-0.10664749152705164
153,2017092500,1106,0.3087269563444087,-0.17669771238527407,-0.034110518499456864,-0.10664749152705164
154,2017092500,1484,0.3087269563444087,-0.17834674414674337,-0.034110518499456864,-0.10831183077645343
